rank,attraction_id,name,category,neighborhood,rating,review_count,travelers_choice,open_status,booking_available,description,url
1,190166,Basílica de la Sagrada Familia,Points of Interest & Landmarks • Architectural Buildings,Eixample,4.7,167738,TRUE,,Admission Tickets Available,"Basilica de la Sagrada Familia is a church devoted to the Holy Family. One of Antoni Gaudi’s most famous works, the church is perhaps best known for still being under construction since 1882—with …",https://www.tripadvisor.com/Attraction_Review-g187497-d190166-Reviews-Basilica_de_la_Sagrada_Familia-Barcelona_Catalonia.html
2,191052,Casa Batlló,Points of Interest & Landmarks • Architectural Buildings,Eixample,4.6,59359,TRUE,,Admission Tickets Available,Welcome to Barcelona's magical house. A Gaudí masterpiece. A unique immersive experience. International Exhibition of the Year 2022. Children free up to 12 years old.,https://www.tripadvisor.com/Attraction_Review-g187497-d191052-Reviews-Casa_Batllo-Barcelona_Catalonia.html
3,190624,Park Güell,Parks,Gracia,4.2,78676,TRUE,,Admission Tickets Available,"The quirky colorful mosaics and undulating curves of Park Güell are a signature of the legendary Catalan architect Antoni Gaudi, who designed many of the features in this park. Officially opened in…",https://www.tripadvisor.com/Attraction_Review-g187497-d190624-Reviews-Park_Guell-Barcelona_Catalonia.html
4,190164,Mercat de la Boqueria,Farmers Markets,La Rambla,4.5,27223,TRUE,,,"Officially known as the Mercat de San Josep as it was built on a former monastery, La Boqueria is a popular food market along Barcelona's touristy La Rambla stretch. Dating back to the 13th century…",https://www.tripadvisor.com/Attraction_Review-g187497-d190164-Reviews-Mercat_de_la_Boqueria-Barcelona_Catalonia.html
5,190162,Gothic Quarter,Neighborhoods • Historic Walking Areas,Barrio Gòtico (Barri Gòtic),4.6,40593,TRUE,,,Stroll through the historic center of medieval Barcelona and visit some of the city's most important political buildings and gothic architecture.,https://www.tripadvisor.com/Attraction_Review-g187497-d190162-Reviews-Gothic_Quarter-Barcelona_Catalonia.html
6,190629,La Pedrera - Casa Milà,Points of Interest & Landmarks • Architectural Buildings,Eixample,4.4,24196,TRUE,,Admission Tickets Available,"Casa Mila, popularly known as La Pedrera, is a most unusual building, constructed between 1906 and 1912 by the architect Antoni Gaudí (1852–1926) and declared UNESCO World Heritage in 1984. Today …",https://www.tripadvisor.com/Attraction_Review-g187497-d190629-Reviews-La_Pedrera_Casa_Mila-Barcelona_Catalonia.html
7,190824,Palace of Catalan Music,Architectural Buildings • Theaters,El Born / La Ribera,4.7,19180,TRUE,,Admission Tickets Available,"The Palau, an icon of modernist architecture in downtown Barcelona The Palau de la Música Catalana is one of the most representative monuments of the city and It is one of the most recommended tourist…",https://www.tripadvisor.com/Attraction_Review-g187497-d190824-Reviews-Palace_of_Catalan_Music-Barcelona_Catalonia.html
8,246171,Basílica de Santa Maria del Mar,Historic Sites • Architectural Buildings,El Born / La Ribera,4.6,14048,TRUE,,Admission Tickets Available,"A jewel of the La Ribera neighborhood, this is Barcelona's last remaining Catalan Gothic-style church, with majestic naves and beautiful stained glass windows.",https://www.tripadvisor.com/Attraction_Review-g187497-d246171-Reviews-Basilica_de_Santa_Maria_del_Mar-Barcelona_Catalonia.html
9,501696,The Magic Fountain,Points of Interest & Landmarks,Sants-Montjuíc,4.5,29637,FALSE,,,"- Temporarily closed A combination display of water, music and light which was originally built in 1929. It was restored in 1992 and provides a spectacular show every half hour.",https://www.tripadvisor.com/Attraction_Review-g187497-d501696-Reviews-The_Magic_Fountain-Barcelona_Catalonia.html
10,319140,Erotic Museum of Barcelona (Museu de l'Erotica),Speciality Museums,La Rambla,4.4,3710,TRUE,Open now,,This quirky museum in La Rambla is a collection of over 800 artifacts tracing the history of and evolution of eroticism and human sexuality.,https://www.tripadvisor.com/Attraction_Review-g187497-d319140-Reviews-Erotic_Museum_of_Barcelona_Museu_de_l_Erotica-Barcelona_Catalonia.html
11,531598,Casa Vicens Gaudí,Architectural Buildings • Monuments & Statues,Gracia,4.6,2697,TRUE,,Admission Tickets Available,"GAUDÍ'S FIRST HOUSE: Casa Vicens is the first masterpiece of Antoni Gaudi and sowed the seeds of later works. Built between 1883 and 1885 as a summer house for the Vicens family, here he showcased…",https://www.tripadvisor.com/Attraction_Review-g187497-d531598-Reviews-Casa_Vicens_Gaudi-Barcelona_Catalonia.html
12,244211,CosmoCaixa Museum Of Science,Speciality Museums • Science Museums,Sant Gervasi-La Bonanova,4.6,4286,TRUE,,,CosmoCaixa offers its visitors a whole host of activities and permanent and temporary exhibitions to give anyone who is interested a greater insight into the world of science. The museum’s most distinctive…,https://www.tripadvisor.com/Attraction_Review-g187497-d244211-Reviews-CosmoCaixa_Museum_Of_Science-Barcelona_Catalonia.html
13,2359212,Parc de Montjuic,Speciality Museums • Parks,Sants-Montjuíc,4.4,11275,TRUE,,Admission Tickets Available,,https://www.tripadvisor.com/Attraction_Review-g187497-d2359212-Reviews-Parc_de_Montjuic-Barcelona_Catalonia.html
14,246511,Parc de la Ciutadella,Parks,Ciutadella / Vila Olimpica,4.5,8307,TRUE,,,"The 44 acres (18 hectares) are home to Castell dels Tres Dragons, the Umbracle (plant house) and Hivernacle (glass house).",https://www.tripadvisor.com/Attraction_Review-g187497-d246511-Reviews-Parc_de_la_Ciutadella-Barcelona_Catalonia.html
15,257527,Museu Nacional d'Art de Catalunya,Art Museums,Sants-Montjuíc,4.6,7441,TRUE,,Admission Tickets Available,An art museum containing hundreds of pieces from the medieval age to the 19th century.,https://www.tripadvisor.com/Attraction_Review-g187497-d257527-Reviews-Museu_Nacional_d_Art_de_Catalunya-Barcelona_Catalonia.html
16,190165,Museu Picasso,Art Museums,El Born / La Ribera,4.2,10184,FALSE,,,"The Museu Picasso in Barcelona is a key reference for understanding the formative years of Pablo Picasso. The genius of the young artist is revealed through the 4,251 works that make up the permanent…",https://www.tripadvisor.com/Attraction_Review-g187497-d190165-Reviews-Museu_Picasso-Barcelona_Catalonia.html
17,191048,Catedral de Barcelona,Churches & Cathedrals,Barrio Gòtico (Barri Gòtic),4.4,10067,TRUE,,Admission Tickets Available,A beautiful gothic cathedral with stained glass windows dating back 500 years.,https://www.tripadvisor.com/Attraction_Review-g187497-d191048-Reviews-Catedral_de_Barcelona-Barcelona_Catalonia.html
18,195113,Parc d’Atraccions Tibidabo,Amusement & Theme Parks,,4.3,7895,FALSE,,Admission Tickets Available,"Welcome to a magical place. And one of Barcelona’s landmarks. We invite you to take a tour through our Amusement Park - now over 100 years old and one of the oldest in the world, yet still constantly…",https://www.tripadvisor.com/Attraction_Review-g187497-d195113-Reviews-Parc_d_Atraccions_Tibidabo-Barcelona_Catalonia.html
19,190163,Las Ramblas,Neighborhoods • Points of Interest & Landmarks,La Rambla,3.9,38501,FALSE,,,"This pedestrian-only street is a rite of passage for first-time travelers in Barcelona. Starting from Plaça de Catalunya, amble along the boulevard where you'll find food kiosks and spot famed attractions…",https://www.tripadvisor.com/Attraction_Review-g187497-d190163-Reviews-Las_Ramblas-Barcelona_Catalonia.html
20,271009,Spotify Camp Nou,Arenas & Stadiums,La Maternitat i Sant Ramon,4.4,40364,FALSE,,Admission Tickets Available,"This gigantic stadium is the largest soccer stadium in Europe, with a seating capacity of 100,000",https://www.tripadvisor.com/Attraction_Review-g187497-d271009-Reviews-Spotify_Camp_Nou-Barcelona_Catalonia.html
21,254723,Passeig de Gracia,Points of Interest & Landmarks • Scenic Walking Areas,Eixample,4.5,14008,TRUE,,,"Major thoroughfare in Barcelona that is lined with shops, restaurants, bars and some of Gaudí's architectural masterpieces.",https://www.tripadvisor.com/Attraction_Review-g187497-d254723-Reviews-Passeig_de_Gracia-Barcelona_Catalonia.html
22,1192272,Recinte Modernista de Sant Pau,Architectural Buildings,El Guinardó,4.7,4842,TRUE,,Admission Tickets Available,"Formerly Barcelona's most important hospital, this lavish art-nouveau complex is the seminal work of Catalan architect, Lluís Domènech i Montaner, and a UNESCO monument.",https://www.tripadvisor.com/Attraction_Review-g187497-d1192272-Reviews-Recinte_Modernista_de_Sant_Pau-Barcelona_Catalonia.html
23,2645511,Playa de La Barceloneta,Beaches,Barceloneta,4.1,9460,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2645511-Reviews-Playa_de_La_Barceloneta-Barcelona_Catalonia.html
24,21304662,Museo Alien,Speciality Museums,Navas,5,716,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d21304662-Reviews-Museo_Alien-Barcelona_Catalonia.html
25,3224257,Temple of the Sacred Heart of Jesus,Churches & Cathedrals,,4.6,1786,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d3224257-Reviews-Temple_of_the_Sacred_Heart_of_Jesus-Barcelona_Catalonia.html
26,27765388,White Rabbit · The Off-Museum of Barcelona,Speciality Museums • Art Museums,,4.9,925,FALSE,,Admission Tickets Available,"White Rabbit - The Off Museum is an interactive museum about Catalan culture. It is an experience of approximately 1 hour through 10 installations. The experience includes sculptures, graffiti, virtual…",https://www.tripadvisor.com/Attraction_Review-g187497-d27765388-Reviews-White_Rabbit_The_Off_Museum_of_Barcelona-Barcelona_Catalonia.html
27,295879,Palau Güell,Points of Interest & Landmarks • Architectural Buildings,El Raval,4.5,9938,TRUE,,Admission Tickets Available,This palace was the home of industrialist Eusebi Guell and was Antonio Gaudi's first major building in the city..,https://www.tripadvisor.com/Attraction_Review-g187497-d295879-Reviews-Palau_Guell-Barcelona_Catalonia.html
28,254718,El Born,Neighborhoods,El Born / La Ribera,4.6,4009,TRUE,,,"Off-beat and fashionable neighborhood that features historic attractions, art galleries, funky shops, bars and tapas.",https://www.tripadvisor.com/Attraction_Review-g187497-d254718-Reviews-El_Born-Barcelona_Catalonia.html
29,195124,L’Aquarium de Barcelona,Aquariums,Barrio Gòtico (Barri Gòtic),3.5,8563,FALSE,,Admission Tickets Available,"The Barcelona L'Aquàrium is located in the old harbour, Port Vell, and is the world's most important marine leisure and education centre dedicated to Mediterranean undersea life. It is the perfect…",https://www.tripadvisor.com/Attraction_Review-g187497-d195124-Reviews-L_Aquarium_de_Barcelona-Barcelona_Catalonia.html
30,190634,Los Encantes Barcelona,Flea & Street Markets,Eixample,3.9,428,FALSE,,,"A fabulous mega market in the open street, this flea market has it all.",https://www.tripadvisor.com/Attraction_Review-g187497-d190634-Reviews-Los_Encantes_Barcelona-Barcelona_Catalonia.html
31,1725621,Tablao Flamenco Cordobes,Theaters,La Rambla,4.4,5418,TRUE,Open now,Admission Tickets Available,"Tablao Flamenco Cordobes, managed by a family of artists is a tablao known all over the world by its high quality standards and for keeping the most traditional flamenco features, in a market corrupted…",https://www.tripadvisor.com/Attraction_Review-g187497-d1725621-Reviews-Tablao_Flamenco_Cordobes-Barcelona_Catalonia.html
32,4027803,Centro Comercial Arenas De Barcelona,Shopping Malls,Eixample,4,1601,TRUE,,,"Designed by the British architect Richard Rogers, in collaboration with Alonso Balaguer-Arquitectos Asociados, the Arenas de Barcelona Shopping Complex is located at a strategic point in the city …",https://www.tripadvisor.com/Attraction_Review-g187497-d4027803-Reviews-Centro_Comercial_Arenas_De_Barcelona-Barcelona_Catalonia.html
33,591343,Plaça d'Espanya,Points of Interest & Landmarks,Sants-Montjuíc,4.4,5602,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d591343-Reviews-Placa_d_Espanya-Barcelona_Catalonia.html
34,24077341,Museo Banksy - Barcelona,Art Galleries • Art Museums,,4.9,327,TRUE,,,"After the success of the exhibition in Paris, The World of Banksy will take you on an enchanting journey with the master of street art in Barcelona. More than 130 works in a new venue in central Barcelona…",https://www.tripadvisor.com/Attraction_Review-g187497-d24077341-Reviews-Museo_Banksy_Barcelona-Barcelona_Catalonia.html
35,244210,Museu d'Historia de Barcelona - MUHBA,History Museums,Barrio Gòtico (Barri Gòtic),4.5,2200,TRUE,,,"Ancient and medieval Barcelona in the monumental ensemble beneath Plaça del Rei, organised in the 20th century. A tour through 4,000 square metres in an underground archaeological site that takes …",https://www.tripadvisor.com/Attraction_Review-g187497-d244210-Reviews-Museu_d_Historia_de_Barcelona_MUHBA-Barcelona_Catalonia.html
36,2165013,Montjuic Castle,Castles,Montjuic,4.1,4164,FALSE,,Admission Tickets Available,"Standing on a vantage point 173 metres above the port, Montjuïc Castle commands stunning views of the city. Now a peaceable place, the memory of this fortress endures in Barcelona as a symbol of repression…",https://www.tripadvisor.com/Attraction_Review-g187497-d2165013-Reviews-Montjuic_Castle-Barcelona_Catalonia.html
37,208598,Plaza de Catalunya,Points of Interest & Landmarks,Eixample,4.1,5166,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d208598-Reviews-Plaza_de_Catalunya-Barcelona_Catalonia.html
38,190637,Joan Miró Foundation,Architectural Buildings • Art Museums,Montjuic,4.4,4097,TRUE,,Admission Tickets Available,"The Fundació Joan Miró was created by Miró himself, at first principally with works from his own private collection, with a desire to set up an internationally recognised centre in Barcelona for Mir…",https://www.tripadvisor.com/Attraction_Review-g187497-d190637-Reviews-Joan_Miro_Foundation-Barcelona_Catalonia.html
39,4106898,Diagonal Mar Centro Comercial,Shopping Malls,Sant Martí,4.2,689,FALSE,,,"Opened on November 20th of 2001, the iconic Diagonal Mar, owned by a public fund of DWS and managed by CBRE, is one of the largest shopping centres in Catalonia, with 90,000 m2 of gross leasable area…",https://www.tripadvisor.com/Attraction_Review-g187497-d4106898-Reviews-Diagonal_Mar_Centro_Comercial-Barcelona_Catalonia.html
40,244821,Barcelona Zoo,Zoos,Ciutadella / Vila Olimpica,3.7,4311,FALSE,,Admission Tickets Available,,https://www.tripadvisor.com/Attraction_Review-g187497-d244821-Reviews-Barcelona_Zoo-Barcelona_Catalonia.html
41,7052313,Bogatell Beach,Beaches,Poblenou,4.3,443,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d7052313-Reviews-Bogatell_Beach-Barcelona_Catalonia.html
42,265458,La Barceloneta,Neighborhoods,El Raval,4.2,2128,TRUE,,,Neighborhood redeveloped to highlight seafood and its maritime history.,https://www.tripadvisor.com/Attraction_Review-g187497-d265458-Reviews-La_Barceloneta-Barcelona_Catalonia.html
43,313695,Plaça Reial,Points of Interest & Landmarks,Barrio Gòtico (Barri Gòtic),4.3,4172,TRUE,,,"Known for its many outdoor venues, restaurants and nightclubs, Plaça Reial is a popular meeting place during the summer when open air concerts take place, and during other celebrations such as New…",https://www.tripadvisor.com/Attraction_Review-g187497-d313695-Reviews-Placa_Reial-Barcelona_Catalonia.html
44,2067434,Westfield La Maquinista,Shopping Malls,Sant Andreu,4.2,630,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2067434-Reviews-Westfield_La_Maquinista-Barcelona_Catalonia.html
45,243171,Arco di Trionfo,Monuments & Statues,Sant Pere,4.1,3189,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d243171-Reviews-Arco_di_Trionfo-Barcelona_Catalonia.html
46,208597,Ciutat Vella,Historic Sites • Neighborhoods,La Rambla,4.5,3182,FALSE,,,"This fascinating area is steeped in history, with city hall located in the same spot where kings once reigned. You'll find narrow streets and squares here, with Gothic mansions, museums, historic …",https://www.tripadvisor.com/Attraction_Review-g187497-d208597-Reviews-Ciutat_Vella-Barcelona_Catalonia.html
47,2015831,Mercado de Santa Caterina,Farmers Markets,El Born / La Ribera,4.3,947,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2015831-Reviews-Mercado_de_Santa_Caterina-Barcelona_Catalonia.html
48,6495421,Telefèric de Montjuïc,Trams,Sants-Montjuíc,3.9,2338,FALSE,,Admission Tickets Available,"The Montjuïc Cable Car has been the most special way to discover the charms of Barcelona for many years. Its 750 meters of route allow you to enjoy unparalleled views, culminating your journey in …",https://www.tripadvisor.com/Attraction_Review-g187497-d6495421-Reviews-Teleferic_de_Montjuic-Barcelona_Catalonia.html
49,2394734,Parque del Laberint d'Horta,Parks,Horta-Guinardó,4.3,1471,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2394734-Reviews-Parque_del_Laberint_d_Horta-Barcelona_Catalonia.html
50,271008,Barri de Gracia,Neighborhoods • Historic Walking Areas,Gracia,4.5,1252,FALSE,,,"Students, artists and political types make their home here, and everyone's welcome to hang out at Placa del Sol, a popular square day or night with its cafes, bars and 19-century architecture.",https://www.tripadvisor.com/Attraction_Review-g187497-d271008-Reviews-Barri_de_Gracia-Barcelona_Catalonia.html
51,244218,Poble Espanyol,Speciality Museums,Sants-Montjuíc,3.4,3056,FALSE,Open now,Admission Tickets Available,Poble Espanyol in Barcelona was constructed for the World Exposition of 1929 with the intention of demonstrating the architecture and essence of the Spanish culture. It was not so much a question …,https://www.tripadvisor.com/Attraction_Review-g187497-d244218-Reviews-Poble_Espanyol-Barcelona_Catalonia.html
52,8036442,El Cort Engles,Department Stores,Eixample,3.5,890,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8036442-Reviews-El_Cort_Engles-Barcelona_Catalonia.html
53,246512,Museu d'Història de Catalunya,History Museums,Barceloneta,4.4,847,FALSE,,,"The Museum of the History of Catalonia, have the purpose ""to conserve, exhibit and raise awareness of the history of Catalonia as our joint heritage and to strengthen citizens' sense of identification…",https://www.tripadvisor.com/Attraction_Review-g187497-d246512-Reviews-Museu_d_Historia_de_Catalunya-Barcelona_Catalonia.html
54,2690761,Maremagnum,Shopping Malls,Barrio Gòtico (Barri Gòtic),3.8,1423,FALSE,,,Shopping and dining at the marina of Barcelona,https://www.tripadvisor.com/Attraction_Review-g187497-d2690761-Reviews-Maremagnum-Barcelona_Catalonia.html
55,4660265,Mercat De Sant Antoni,Farmers Markets,El Raval,4.2,559,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d4660265-Reviews-Mercat_De_Sant_Antoni-Barcelona_Catalonia.html
56,251997,L'Eixample District,Historic Walking Areas • Architectural Buildings,Eixample,4.5,778,FALSE,,,Barcelona's 19th-century historic district where visitors find works by famous architects such as Gaudí and Ildefons Cerdà.,https://www.tripadvisor.com/Attraction_Review-g187497-d251997-Reviews-L_Eixample_District-Barcelona_Catalonia.html
57,244194,Casa Amatller,Architectural Buildings,Eixample,4.5,1049,TRUE,,,"The Casa Amatller is the most complete work of Catalan modernism. Built by the architect Puig and Cadafalch in 1898, it is located in the called Manzana de la Discordia, next to the famous Casa Batll…",https://www.tripadvisor.com/Attraction_Review-g187497-d244194-Reviews-Casa_Amatller-Barcelona_Catalonia.html
58,8121873,Suntransfers,Taxis & Shuttles,Poblenou,4.5,38615,TRUE,Open now,,"Suntransfers offers reliable, low-cost airport, port and train station transfers by taxi, minivan, minibus, coach and shuttle in more than 700 airports and travel gateways worldwide.",https://www.tripadvisor.com/Attraction_Review-g187497-d8121873-Reviews-Suntransfers-Barcelona_Catalonia.html
59,244855,Barcelona Wax Museum,Speciality Museums,Barrio Gòtico (Barri Gòtic),4.5,268,FALSE,,Admission Tickets Available,"Located in the most emblematic street of Barcelona, Las Ramblas, we find the New Wax Museum of Barcelona. A completely renovated project, both conceptually and in terms of figures, where emblematic…",https://www.tripadvisor.com/Attraction_Review-g187497-d244855-Reviews-Barcelona_Wax_Museum-Barcelona_Catalonia.html
60,195252,Gran Teatre del Liceu,Theaters,La Rambla,4.4,720,FALSE,,,This luxurious theater stages fine opera and ballet performances.,https://www.tripadvisor.com/Attraction_Review-g187497-d195252-Reviews-Gran_Teatre_del_Liceu-Barcelona_Catalonia.html
61,244200,Museu Maritim de Barcelona,Speciality Museums,El Raval,3.9,973,FALSE,,,"The Maritime Museum of Barcelona is an institution dedicated to maritime culture with more than 80 years of history whose mission is to preserve, study and disseminate one of the most important collections…",https://www.tripadvisor.com/Attraction_Review-g187497-d244200-Reviews-Museu_Maritim_de_Barcelona-Barcelona_Catalonia.html
62,191047,Port Vell Barcelone,Piers & Boardwalks,Barrio Gòtico (Barri Gòtic),4.3,1387,TRUE,,,"This lively harbor, full of yachts and cruise ships, is home to a popular entertainment complex, featuring a mall, several restaurants, a movie theater and an aquarium.",https://www.tripadvisor.com/Attraction_Review-g187497-d191047-Reviews-Port_Vell_Barcelone-Barcelona_Catalonia.html
63,24074285,Mirador torre Glòries,Observation Decks & Towers,,4.4,408,TRUE,,Admission Tickets Available,"Mirador torre Glòries is a new type of observatory that allows us to take a fresh look at Barcelona: to perceive the beat of the city that affects our daily lives, of which we are often unaware. See…",https://www.tripadvisor.com/Attraction_Review-g187497-d24074285-Reviews-Mirador_torre_Glories-Barcelona_Catalonia.html
64,246190,Gaudi House Museum,Speciality Museums • Historic Sites,Horta-Guinardó,3.7,1170,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d246190-Reviews-Gaudi_House_Museum-Barcelona_Catalonia.html
65,257528,CaixaForum,Architectural Buildings • Art Museums,El Raval,4.3,737,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d257528-Reviews-CaixaForum-Barcelona_Catalonia.html
66,313685,Estadi Olímpic,Arenas & Stadiums,Sants-Montjuíc,3.9,1192,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d313685-Reviews-Estadi_Olimpic-Barcelona_Catalonia.html
67,8434367,Piscina Municipal de Montjuic,Sports Complexes,Sants-Montjuíc,3.9,97,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8434367-Reviews-Piscina_Municipal_de_Montjuic-Barcelona_Catalonia.html
68,8782951,Teatre Victòria,Theaters,Sants-Montjuíc,3.6,176,FALSE,,,"One of the most important theaters in Barcelona. Opened in 1905, now is the main theater for musical lovers. Mar i Cel, Grease, Into the Woods... and so much more, here, in Teatre Victoria.",https://www.tripadvisor.com/Attraction_Review-g187497-d8782951-Reviews-Teatre_Victoria-Barcelona_Catalonia.html
69,2717850,Palau Dalmases,Operas • Castles,El Born / La Ribera,4.6,911,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2717850-Reviews-Palau_Dalmases-Barcelona_Catalonia.html
70,10230999,Platja De La Mar Bella,Beaches,El Besòs i el Maresme,4,105,FALSE,,,"Created for the 1992 Summer Olympics, this city beach is a lively spot that's especially popular amongst younger locals and travelers. You can sunbathe on the beach or swim in the cool waters, and…",https://www.tripadvisor.com/Attraction_Review-g187497-d10230999-Reviews-Platja_De_La_Mar_Bella-Barcelona_Catalonia.html
71,7363048,L'illa Diagonal,Shopping Malls,Les Corts,3.9,381,FALSE,,,"L'illa Diagonal, your shopping mall in Barcelona! L'illa Diagonal shopping centre offers 170 shops, bars and restaurants in its 35,000 m2 for you to enjoy the best fashion, food and activities of …",https://www.tripadvisor.com/Attraction_Review-g187497-d7363048-Reviews-L_illa_Diagonal-Barcelona_Catalonia.html
72,13970378,El Beso De Joan Fontcuberta,Points of Interest & Landmarks,Barrio Gòtico (Barri Gòtic),4.5,58,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13970378-Reviews-El_Beso_De_Joan_Fontcuberta-Barcelona_Catalonia.html
73,2235343,Museu de Ciencies Naturals de Barcelona,Natural History Museums • Science Museums,El Besòs i el Maresme,4.1,308,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2235343-Reviews-Museu_de_Ciencies_Naturals_de_Barcelona-Barcelona_Catalonia.html
74,2223690,Reial Monestir de Santa Maria de Pedralbes,Speciality Museums • Historic Sites,Sarrià,4.5,691,FALSE,,,"The Royal Monastery of St Mary of Pedralbes, founded in 1326 by Queen Elisenda of Montcada, third wife of James II of Aragon, provides a unique cultural and historical record of the community of Poor…",https://www.tripadvisor.com/Attraction_Review-g187497-d2223690-Reviews-Reial_Monestir_de_Santa_Maria_de_Pedralbes-Barcelona_Catalonia.html
75,7376615,Palo Market Fest,Flea & Street Markets,Sant Martí,3.9,182,FALSE,,,"Un mercado de diseño, callejero pero muy sofisticado. Una experiencia gastronómica para chuparse los dedos. Una fiesta para bailar de la mañana a la noche. Un oasis verde en medio de Poblenou. Arte…",https://www.tripadvisor.com/Attraction_Review-g187497-d7376615-Reviews-Palo_Market_Fest-Barcelona_Catalonia.html
76,6453867,El Poblenou,Points of Interest & Landmarks,Poblenou,4.4,264,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d6453867-Reviews-El_Poblenou-Barcelona_Catalonia.html
77,4609101,Torre Bellesguard,Points of Interest & Landmarks • Architectural Buildings,Sant Gervasi-La Bonanova,4.5,389,FALSE,,,Torre Bellesguard is a modernist castle designed by catalan architect Antoni Gaudi.,https://www.tripadvisor.com/Attraction_Review-g187497-d4609101-Reviews-Torre_Bellesguard-Barcelona_Catalonia.html
78,4945354,Cementeri de Montjuic,Points of Interest & Landmarks • Cemeteries,Sants-Montjuíc,4.5,169,FALSE,,,Cemeteries are usually a part of the history of a city and they reflect the tastes and habits of a wide array of its social groups throughout time. Barcelona Cemeteries have been organizing the Cemetery…,https://www.tripadvisor.com/Attraction_Review-g187497-d4945354-Reviews-Cementeri_de_Montjuic-Barcelona_Catalonia.html
79,240755,Glories,Shopping Malls,Sant Martí,3.8,280,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d240755-Reviews-Glories-Barcelona_Catalonia.html
80,10592746,Pont del Bisbe,Points of Interest & Landmarks • Bridges,Barrio Gòtico (Barri Gòtic),4.3,253,TRUE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10592746-Reviews-Pont_del_Bisbe-Barcelona_Catalonia.html
81,3467712,Platja de la Nova Mar Bella,Beaches,Sant Martí,4.2,273,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d3467712-Reviews-Platja_de_la_Nova_Mar_Bella-Barcelona_Catalonia.html
82,7106610,Tivoli Theatre,Theaters,Eixample,3.6,266,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d7106610-Reviews-Tivoli_Theatre-Barcelona_Catalonia.html
83,6206152,Plaza de Toros Monumental de Barcelona,Concerts • Speciality Museums,Eixample,3.9,308,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d6206152-Reviews-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html
84,2223636,MEAM Museu Europeu d'Art Modern,Speciality Museums,El Born / La Ribera,4.4,410,FALSE,,Admission Tickets Available,"The European Museum of Modern Art , MEAM, exhibits the finest Contemporary Figurative Art. It is owned by TheFoundation of Arts and Artists, and the purpose is to promote and diffuse Figurative Art…",https://www.tripadvisor.com/Attraction_Review-g187497-d2223636-Reviews-MEAM_Museu_Europeu_d_Art_Modern-Barcelona_Catalonia.html
85,592217,Placa Sant Felip Neri,Historic Walking Areas • Religious Sites,Barrio Gòtico (Barri Gòtic),4.5,1269,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d592217-Reviews-Placa_Sant_Felip_Neri-Barcelona_Catalonia.html
86,2366700,Torre Glòries,Architectural Buildings,Sant Martí,3.9,1071,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2366700-Reviews-Torre_Glories-Barcelona_Catalonia.html
87,28037353,Balloon Museum,Exhibitions,,4.7,13,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d28037353-Reviews-Balloon_Museum-Barcelona_Catalonia.html
88,3139265,Basilica de Santa Maria del Pi,Churches & Cathedrals,Barrio Gòtico (Barri Gòtic),4.2,712,FALSE,,Admission Tickets Available,The Església de Santa Maria del Pi is a 14th-century Gothic church that stands at the heart of three little plazas in Barcelona. The church is named for the pine tree (pi in Catalan) that once stood…,https://www.tripadvisor.com/Attraction_Review-g187497-d3139265-Reviews-Basilica_de_Santa_Maria_del_Pi-Barcelona_Catalonia.html
89,6401014,Puerto de Barcelona,Marinas,El Raval,4.3,1926,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d6401014-Reviews-Puerto_de_Barcelona-Barcelona_Catalonia.html
