rank,attraction_id,name,category,neighborhood,rating,review_count,travelers_choice,open_status,booking_available,description,url
483,10779400,Barcelona City Hall Tourist Office,Visitor Centers,Barrio Gòtico (Barri Gòtic),3.6,21,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10779400-Reviews-Barcelona_City_Hall_Tourist_Office-Barcelona_Catalonia.html
484,12596893,Ágora Juan Andrés Benitez,(2),Points of Interest & Landmarks,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d12596893-Reviews-Agora_Juan_Andres_Benitez-Barcelona_Catalonia.html
485,2223640,Museu Geològic del Seminari de Barcelona,(9),Science Museums,4.3,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2223640-Reviews-Museu_Geologic_del_Seminari_de_Barcelona-Barcelona_Catalonia.html
486,15531982,La Casa Malagrida,Architectural Buildings,Eixample,3.9,11,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15531982-Reviews-La_Casa_Malagrida-Barcelona_Catalonia.html
487,10065836,Monumento a Antoni Gaudi i Jornet,Monuments & Statues,Sarrià,3.8,12,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10065836-Reviews-Monumento_a_Antoni_Gaudi_i_Jornet-Barcelona_Catalonia.html
488,17765155,Jardí Botànic Històric,(4),Gardens,4.8,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17765155-Reviews-Jardi_Botanic_Historic-Barcelona_Catalonia.html
489,17566475,Gran Via de les Corts Catalanes,Points of Interest & Landmarks,,3.8,12,FALSE,,Admission Tickets Available,,https://www.tripadvisor.com/Attraction_Review-g187497-d17566475-Reviews-Gran_Via_de_les_Corts_Catalanes-Barcelona_Catalonia.html
490,10723376,Pantano de Vallvidrera,(7),Dams,4.3,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10723376-Reviews-Pantano_de_Vallvidrera-Barcelona_Catalonia.html
491,10060428,Pont de Calatrava,Bridges,Nou Barris,3.3,12,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10060428-Reviews-Pont_de_Calatrava-Barcelona_Catalonia.html
492,5008034,PLOM Gallery,(6),Points of Interest & Landmarks,4.5,6,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d5008034-Reviews-PLOM_Gallery-Barcelona_Catalonia.html
493,10229100,Monumento a Los Voluntarios Catalanes,Monuments & Statues,Sant Pere,3.6,20,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10229100-Reviews-Monumento_a_Los_Voluntarios_Catalanes-Barcelona_Catalonia.html
494,13129434,Antiguitats Aquiles,(5),Antique Shops,4.8,5,FALSE,,,"In this store you will find bits of the past, all about ancient collecting, technical instruments and curious objects.",https://www.tripadvisor.com/Attraction_Review-g187497-d13129434-Reviews-Antiguitats_Aquiles-Barcelona_Catalonia.html
495,15138087,Jardins de les Tres Xemeneies,(8),Parks,3.9,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15138087-Reviews-Jardins_de_les_Tres_Xemeneies-Barcelona_Catalonia.html
496,11918163,Església de Sant Sever,(7),Churches & Cathedrals,3.7,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d11918163-Reviews-Esglesia_de_Sant_Sever-Barcelona_Catalonia.html
497,17549609,Casa Pia Battlo,(8),Architectural Buildings,4.1,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17549609-Reviews-Casa_Pia_Battlo-Barcelona_Catalonia.html
498,14085691,BienCuadrado,Paint & Pottery Studios • Art Galleries,Barrio Gòtico (Barri Gòtic),4.9,16,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d14085691-Reviews-BienCuadrado-Barcelona_Catalonia.html
499,15581665,Torre Andreu/La Rotonda,(6),Points of Interest & Landmarks • Architectural Buildings,4.5,6,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15581665-Reviews-Torre_Andreu_La_Rotonda-Barcelona_Catalonia.html
500,12571627,Bingo Laietana,(7),Casinos,2.1,7,FALSE,Open now,,"Leisure room where you can enjoy each space with all the comforts and good atmosphere. Accompanied by a varied and quality gastronomic offer. It has a large bingo room, and a pool betting area with…",https://www.tripadvisor.com/Attraction_Review-g187497-d12571627-Reviews-Bingo_Laietana-Barcelona_Catalonia.html
501,13976946,Facultat de Medicina Universitat de Barcelona,(4),Architectural Buildings,4.3,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13976946-Reviews-Facultat_de_Medicina_Universitat_de_Barcelona-Barcelona_Catalonia.html
502,10713495,Casa Rusca,(9),Points of Interest & Landmarks • Architectural Buildings,4.1,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10713495-Reviews-Casa_Rusca-Barcelona_Catalonia.html
503,14075809,Casa de Convalescència,(5),Historic Sites • Points of Interest & Landmarks,3.4,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d14075809-Reviews-Casa_de_Convalescencia-Barcelona_Catalonia.html
505,10333918,Parc de Carles I,Parks,Ciutadella / Vila Olimpica,3.6,14,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10333918-Reviews-Parc_de_Carles_I-Barcelona_Catalonia.html
506,8121473,MUHBA Domus Avinyo,(7),Ancient Ruins,4.3,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8121473-Reviews-MUHBA_Domus_Avinyo-Barcelona_Catalonia.html
508,7140302,Suriol del Castell de Grabuac,(5),Wineries & Vineyards,4.6,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d7140302-Reviews-Suriol_del_Castell_de_Grabuac-Barcelona_Catalonia.html
509,8487374,Iglesia San Marti Provencals,Religious Sites,Sant Martí de Provençals,3.9,10,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8487374-Reviews-Iglesia_San_Marti_Provencals-Barcelona_Catalonia.html
510,15511831,Mercat del Clot,(9),Farmers Markets,3.7,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15511831-Reviews-Mercat_del_Clot-Barcelona_Catalonia.html
511,15801887,Parroquia de Nuestra Señora de los Ángeles,(4),Churches & Cathedrals,4.8,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15801887-Reviews-Parroquia_de_Nuestra_Senora_de_los_Angeles-Barcelona_Catalonia.html
512,4556724,MUHBA Casa de l'Aigua,(6),Speciality Museums,3.7,6,FALSE,,,"The city's water supply. Pumping station from the Montcada hydraulic system, built in 1915-1917 by Barcelona City Council.",https://www.tripadvisor.com/Attraction_Review-g187497-d4556724-Reviews-MUHBA_Casa_de_l_Aigua-Barcelona_Catalonia.html
513,10021591,Mercado de Sant Andreu,(8),Farmers Markets,3.9,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10021591-Reviews-Mercado_de_Sant_Andreu-Barcelona_Catalonia.html
514,12415708,Enracha Don Pelayo,(8),Casinos,3.5,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d12415708-Reviews-Enracha_Don_Pelayo-Barcelona_Catalonia.html
515,2223543,MUHBA Santa Caterina,Speciality Museums,El Born / La Ribera,3.2,10,FALSE,,,"Remains from the apse in the Convent of Santa Caterina,and virtual tour of the history of the convent and Gothic and neo-Gothic sites in Ciutat Vella (old town).",https://www.tripadvisor.com/Attraction_Review-g187497-d2223543-Reviews-MUHBA_Santa_Caterina-Barcelona_Catalonia.html
516,18785797,Col.lectiu d'Artesans de l'Alimentacio de la Placa del Pi,(6),Farmers Markets,4.8,6,FALSE,,,We are a group of artisanal producers of organic and local food products (Slow food).,https://www.tripadvisor.com/Attraction_Review-g187497-d18785797-Reviews-Col_lectiu_d_Artesans_de_l_Alimentacio_de_la_Placa_del_Pi-Barcelona_Catalonia.html
517,10713160,Edifici Transmediterrània,Architectural Buildings,Ciutat Vella (Old Town),4.1,13,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10713160-Reviews-Edifici_Transmediterrania-Barcelona_Catalonia.html
518,17715267,Casa Bonet,(6),Architectural Buildings,3.7,6,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17715267-Reviews-Casa_Bonet-Barcelona_Catalonia.html
519,12211331,Monumento al Doctor Trueta,(8),Points of Interest & Landmarks • Monuments & Statues,3.9,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d12211331-Reviews-Monumento_al_Doctor_Trueta-Barcelona_Catalonia.html
520,244900,Teatre Lliure,Theaters,Gracia,3.6,13,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d244900-Reviews-Teatre_Lliure-Barcelona_Catalonia.html
521,17624341,Turisme de Barcelona,(3),Visitor Centers,4,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17624341-Reviews-Turisme_de_Barcelona-Barcelona_Catalonia.html
522,10489132,Simple Wake Park,(3),Sports Complexes,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10489132-Reviews-Simple_Wake_Park-Barcelona_Catalonia.html
523,11817463,Camp Municipal Narcis Sala,(2),Arenas & Stadiums,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d11817463-Reviews-Camp_Municipal_Narcis_Sala-Barcelona_Catalonia.html
524,14106107,Info Tickets,(3),Visitor Centers,4.7,3,FALSE,,,"Info Tickets born at the initiative of young entrepreneurs taking into account the wide tourism demand in Barcelona and Spain. Offering to our customers the most great services in mode ""low cost "" …",https://www.tripadvisor.com/Attraction_Review-g187497-d14106107-Reviews-Info_Tickets-Barcelona_Catalonia.html
525,8603562,Hiroshima,Theaters,Sants-Montjuíc,4.6,10,FALSE,Open now,,"Hiroshima is a space for the performance of independent liveg arts, with performances of small and medium format. Its artistic line moves between the new playwrights, contemporary circus, live music…",https://www.tripadvisor.com/Attraction_Review-g187497-d8603562-Reviews-Hiroshima-Barcelona_Catalonia.html
526,12078570,Miscelanea,(2),Speciality & Gift Shops • Art Galleries,4.5,2,FALSE,,,"Miscelanea is a cultural meeting point that acts as a platform for emerging creation. We are a gallery, an artworks shop and much more. A benchmark of emerging art since 2005.",https://www.tripadvisor.com/Attraction_Review-g187497-d12078570-Reviews-Miscelanea-Barcelona_Catalonia.html
527,10311536,Jardins del Viver de Can Borni,Parks • Gardens,Horta-Guinardó,4.7,10,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10311536-Reviews-Jardins_del_Viver_de_Can_Borni-Barcelona_Catalonia.html
528,10332744,Jardins de Can Mantega,(8),Parks,3,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10332744-Reviews-Jardins_de_Can_Mantega-Barcelona_Catalonia.html
529,12392877,La Cervesera del Poblenou,(3),Breweries,5,3,FALSE,,,"Visit the first organic microbrewery in the city! Our taproom is open on friday evenings (17:30-21:30), and we organise guided group visits + tastes under demand on different schedules, contact us…",https://www.tripadvisor.com/Attraction_Review-g187497-d12392877-Reviews-La_Cervesera_del_Poblenou-Barcelona_Catalonia.html
530,10300417,Edifici Mutua Universal,(9),Points of Interest & Landmarks • Architectural Buildings,4,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10300417-Reviews-Edifici_Mutua_Universal-Barcelona_Catalonia.html
531,11930459,Pastor del Águila de Pablo Gargallo,Monuments & Statues,Barrio Gòtico (Barri Gòtic),3.9,15,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d11930459-Reviews-Pastor_del_Aguila_de_Pablo_Gargallo-Barcelona_Catalonia.html
532,13980769,Placa De L'Olivereta,(2),Points of Interest & Landmarks,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13980769-Reviews-Placa_De_L_Olivereta-Barcelona_Catalonia.html
533,17571285,Mamut,Points of Interest & Landmarks,El Guinardó,4,10,FALSE,,,Sculpture of a mammoth in full size in the Park of the Citadel. Unfinished project of the early 20th century. Popular object.,https://www.tripadvisor.com/Attraction_Review-g187497-d17571285-Reviews-Mamut-Barcelona_Catalonia.html
534,16851880,Placa Del Duc De Medinaceli,(7),Parks,3.7,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d16851880-Reviews-Placa_Del_Duc_De_Medinaceli-Barcelona_Catalonia.html
535,15279494,Casa Marsans,(1),Architectural Buildings,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15279494-Reviews-Casa_Marsans-Barcelona_Catalonia.html
536,17815415,Statue Of Girona,(7),Monuments & Statues,4.1,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17815415-Reviews-Statue_Of_Girona-Barcelona_Catalonia.html
538,15837867,Basilica de San Jose Oriol,(6),Churches & Cathedrals,4.2,6,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15837867-Reviews-Basilica_de_San_Jose_Oriol-Barcelona_Catalonia.html
539,10332672,Monumento a Santa Eulalia,Monuments & Statues,El Raval,3.9,15,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10332672-Reviews-Monumento_a_Santa_Eulalia-Barcelona_Catalonia.html
540,2223645,Museu i Centre d'Estudis de l'Esport Doctor Melcior Colet,(5),Speciality Museums,4.4,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2223645-Reviews-Museu_i_Centre_d_Estudis_de_l_Esport_Doctor_Melcior_Colet-Barcelona_Catalonia.html
541,17540434,Placa de Masadas,(5),Points of Interest & Landmarks • Parks,3.4,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17540434-Reviews-Placa_de_Masadas-Barcelona_Catalonia.html
542,15600826,El Carrer De Les Bugaderes D'Horta,(1),Points of Interest & Landmarks • Historic Walking Areas,5,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15600826-Reviews-El_Carrer_De_Les_Bugaderes_D_Horta-Barcelona_Catalonia.html
543,15657687,Parroquia de San Cayetano,(3),Churches & Cathedrals,4,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15657687-Reviews-Parroquia_de_San_Cayetano-Barcelona_Catalonia.html
544,15364614,Monument A Narcís Monturiol,(7),Points of Interest & Landmarks • Monuments & Statues,4,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15364614-Reviews-Monument_A_Narcis_Monturiol-Barcelona_Catalonia.html
545,11997337,A Josep Anselm Clave,(7),Monuments & Statues,3.6,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d11997337-Reviews-A_Josep_Anselm_Clave-Barcelona_Catalonia.html
546,10001412,Castell D'Age,(8),Wineries & Vineyards • Farms,5,8,FALSE,,,"Castell d'Age, biodynamic wines&cavas, is a boutique winery in Penedes Wine Region, 45min. from Barcelona and 30 min. from Montserrat Monastery. We offer food tasting experiences with local gourmet…",https://www.tripadvisor.com/Attraction_Review-g187497-d10001412-Reviews-Castell_D_Age-Barcelona_Catalonia.html
547,10538503,Casa Doctor Genove,Points of Interest & Landmarks • Architectural Buildings,El Raval,4.2,11,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10538503-Reviews-Casa_Doctor_Genove-Barcelona_Catalonia.html
548,8504898,LandSailing Bcn Blokart Track,Sports Camps & Clinics,El Besòs i el Maresme,5,18,FALSE,,,Landsailing BCN - Blokart Track is a school and sports club of land sailing. The concept is very simple. A Blokart is a kart with three wheels and a sail . After a few minutes of basic theory and …,https://www.tripadvisor.com/Attraction_Review-g187497-d8504898-Reviews-LandSailing_Bcn_Blokart_Track-Barcelona_Catalonia.html
549,17624474,Fuente de Diana,(4),Monuments & Statues • Fountains,4.3,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17624474-Reviews-Fuente_de_Diana-Barcelona_Catalonia.html
550,19240908,Font dels Tres Mars,Monuments & Statues,Sants-Montjuíc,4.6,14,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d19240908-Reviews-Font_dels_Tres_Mars-Barcelona_Catalonia.html
551,13966178,Casa de Rusia en Barcelona,(1),Art Galleries • Art Museums,5,1,FALSE,,,Fantastic exhibition of marine photographs is now on!,https://www.tripadvisor.com/Attraction_Review-g187497-d13966178-Reviews-Casa_de_Rusia_en_Barcelona-Barcelona_Catalonia.html
552,15351037,Jardines de la Maternitat,(2),Gardens,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15351037-Reviews-Jardines_de_la_Maternitat-Barcelona_Catalonia.html
553,15351049,Jardins de Bacardi,(2),Parks,3.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15351049-Reviews-Jardins_de_Bacardi-Barcelona_Catalonia.html
554,10124291,BlueMar Ferries,Ferries,El Raval,4.1,20,FALSE,,,"We are the first ferry company that connects two of the most vibrant cities on the Catalan coast: Sitges and Barcelona. We offer a unique and inspiring travel experience for our passengers, offering…",https://www.tripadvisor.com/Attraction_Review-g187497-d10124291-Reviews-BlueMar_Ferries-Barcelona_Catalonia.html
555,17837295,Monumento A Victor Ochoa Escultor,(7),Monuments & Statues,3.4,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17837295-Reviews-Monumento_A_Victor_Ochoa_Escultor-Barcelona_Catalonia.html
556,2223676,Museu Palmero de Barcelona,(8),Speciality Museums,4.8,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d2223676-Reviews-Museu_Palmero_de_Barcelona-Barcelona_Catalonia.html
557,8134117,MUHBA Oliva Artes,History Museums,Sant Martí,4.2,10,FALSE,,,"This is the MUHBA Workshops space, in which the history of the city enters into a dialogue with thoughts and ideas about the urban habitat and the Barcelona of the 21st century.",https://www.tripadvisor.com/Attraction_Review-g187497-d8134117-Reviews-MUHBA_Oliva_Artes-Barcelona_Catalonia.html
558,11841131,"sinagoga Shlomo Ben Adret,",(5),Religious Sites,4.4,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d11841131-Reviews-Sinagoga_Shlomo_Ben_Adret-Barcelona_Catalonia.html
559,8638445,Puente Puerta Europa,(7),Points of Interest & Landmarks • Bridges,3.9,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8638445-Reviews-Puente_Puerta_Europa-Barcelona_Catalonia.html
560,12707948,Mercat de Felip II,(3),Farmers Markets,3,3,FALSE,,,"Felip II's Market was born in 1966 and belongs to La Sagrera neighborhood. The Market is located between Felipe II, Olesa, Juan de Garay and Garcilaso Streets. Felip II born, as well similar markets…",https://www.tripadvisor.com/Attraction_Review-g187497-d12707948-Reviews-Mercat_de_Felip_II-Barcelona_Catalonia.html
561,19220121,Farmacia Nadal,(8),Points of Interest & Landmarks,3.6,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d19220121-Reviews-Farmacia_Nadal-Barcelona_Catalonia.html
562,8134873,Galeria Joan Gaspar,(5),Art Galleries,5,5,FALSE,,,"Galeria Gaspar was founded in 1992. This gallery is characterized for having a huge variety and high quality pieces, wihch -in part- come from the collection of the ancient Sala Gaspar from Barcelona…",https://www.tripadvisor.com/Attraction_Review-g187497-d8134873-Reviews-Galeria_Joan_Gaspar-Barcelona_Catalonia.html
563,4513758,Asociacion Raices y Cultura,Points of Interest & Landmarks,El Born / La Ribera,4.9,58,FALSE,,,"The aim of Roots and Culture Association (ARC) is to promote a responsible and supportive tourism. We seek to do the minimum impact to environment and culture of the zone and, at the same time, generate…",https://www.tripadvisor.com/Attraction_Review-g187497-d4513758-Reviews-Asociacion_Raices_y_Cultura-Barcelona_Catalonia.html
564,19244587,Pau Casals,(2),Points of Interest & Landmarks,4.5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d19244587-Reviews-Pau_Casals-Barcelona_Catalonia.html
565,13142259,Sant Antoni,(5),Neighborhoods,4.8,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13142259-Reviews-Sant_Antoni-Barcelona_Catalonia.html
566,14049317,Jardins del Doctor Fleming,(6),Playgrounds,3,6,FALSE,Open now,,,https://www.tripadvisor.com/Attraction_Review-g187497-d14049317-Reviews-Jardins_del_Doctor_Fleming-Barcelona_Catalonia.html
567,10538436,Mural de l'Aeroport de Barcelona,(8),Points of Interest & Landmarks,4.3,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10538436-Reviews-Mural_de_l_Aeroport_de_Barcelona-Barcelona_Catalonia.html
568,9884942,Jardins de Llucmajor,(7),Parks • Gardens,3.7,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d9884942-Reviews-Jardins_de_Llucmajor-Barcelona_Catalonia.html
569,17780993,Edificio Alhambra,(2),Points of Interest & Landmarks • Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17780993-Reviews-Edificio_Alhambra-Barcelona_Catalonia.html
570,10544276,Fundacio Brafa,(3),Playgrounds,4.7,3,FALSE,Open now,,"Brafa is a sports school located in the district of Nou Barris in Barcelona. It has excelent indoor and outdoor courts to practice Soccer, Football 7, Futsal, Volleyball, Basketball and Athletism. …",https://www.tripadvisor.com/Attraction_Review-g187497-d10544276-Reviews-Fundacio_Brafa-Barcelona_Catalonia.html
571,19221002,La Magoria,(3),Points of Interest & Landmarks,4.7,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d19221002-Reviews-La_Magoria-Barcelona_Catalonia.html
572,10426620,Nauart Espacio de Creacion,(3),Art Galleries,5,3,FALSE,,,Guides visit to attelier and studies of plastic artists and graffity walls in the stret.,https://www.tripadvisor.com/Attraction_Review-g187497-d10426620-Reviews-Nauart_Espacio_de_Creacion-Barcelona_Catalonia.html
573,15683526,Plaça de l'Ictíneo,(4),Parks,3.5,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15683526-Reviews-Placa_de_l_Ictineo-Barcelona_Catalonia.html
574,8692642,Casa Carreras,Points of Interest & Landmarks • Architectural Buildings,Barrio Gòtico (Barri Gòtic),3.9,13,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8692642-Reviews-Casa_Carreras-Barcelona_Catalonia.html
575,15813285,Parròquia Sant Vicenç De Sarrià,(8),Churches & Cathedrals,4.1,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15813285-Reviews-Parroquia_Sant_Vicenc_De_Sarria-Barcelona_Catalonia.html
576,17567028,Casa Dels Cargols,(2),Architectural Buildings,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17567028-Reviews-Casa_Dels_Cargols-Barcelona_Catalonia.html
577,5005335,Jardines del Príncep de Girona,Gardens,Ciutadella / Vila Olimpica,3.4,12,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d5005335-Reviews-Jardines_del_Princep_de_Girona-Barcelona_Catalonia.html
578,10384028,Parc Esportiu Urba de la Mar Bella,(8),Parks,4,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d10384028-Reviews-Parc_Esportiu_Urba_de_la_Mar_Bella-Barcelona_Catalonia.html
579,15695326,Biblioteca Jaume Fuster,(8),Libraries,2.8,8,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15695326-Reviews-Biblioteca_Jaume_Fuster-Barcelona_Catalonia.html
580,16773471,Casa Jeroni Granell,(2),Architectural Buildings,5,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d16773471-Reviews-Casa_Jeroni_Granell-Barcelona_Catalonia.html
581,8143252,Iglesia Ortodoxa Rumana,(5),Churches & Cathedrals,3.4,5,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8143252-Reviews-Iglesia_Ortodoxa_Rumana-Barcelona_Catalonia.html
582,8693141,Caballo Negro,(7),Monuments & Statues,3.6,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8693141-Reviews-Caballo_Negro-Barcelona_Catalonia.html
583,13205890,Artur Ramon Art,(1),Art Galleries,5,1,FALSE,,,Gallery of art Artur Ramón,https://www.tripadvisor.com/Attraction_Review-g187497-d13205890-Reviews-Artur_Ramon_Art-Barcelona_Catalonia.html
584,19220342,La Fontena,(2),Points of Interest & Landmarks,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d19220342-Reviews-La_Fontena-Barcelona_Catalonia.html
585,11946166,Fuente de la Maja Madrilena,(7),Fountains,3.4,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d11946166-Reviews-Fuente_de_la_Maja_Madrilena-Barcelona_Catalonia.html
586,3294898,Montana Gallery,(6),Art Galleries,3,6,FALSE,,,"Amazing art, brilliant movements, the city lounge of contemporary street-artists",https://www.tripadvisor.com/Attraction_Review-g187497-d3294898-Reviews-Montana_Gallery-Barcelona_Catalonia.html
587,13206294,Parroquia de San Juan María Vianney,(7),Churches & Cathedrals,3.9,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d13206294-Reviews-Parroquia_de_San_Juan_Maria_Vianney-Barcelona_Catalonia.html
588,5501922,Blueproject Foundation,(7),Points of Interest & Landmarks,4.3,7,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d5501922-Reviews-Blueproject_Foundation-Barcelona_Catalonia.html
589,11930461,L 'Esperit popular,(9),Monuments & Statues,3.7,9,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d11930461-Reviews-L_Esperit_popular-Barcelona_Catalonia.html
590,15343231,Torre Del Rellotge,(6),Points of Interest & Landmarks,3.7,6,FALSE,,,Historical tower (18th century) with clock (early 20th century) in Barceloneta.,https://www.tripadvisor.com/Attraction_Review-g187497-d15343231-Reviews-Torre_Del_Rellotge-Barcelona_Catalonia.html
591,15343239,Cilindre d’Horta,(1),Points of Interest & Landmarks • Architectural Buildings,4,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15343239-Reviews-Cilindre_d_Horta-Barcelona_Catalonia.html
592,16663374,Jardi de la casa Ignacio de Puig,(3),Gardens,4.3,3,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d16663374-Reviews-Jardi_de_la_casa_Ignacio_de_Puig-Barcelona_Catalonia.html
593,17549302,Acuartelamiento el Bruch,(2),Architectural Buildings,4,2,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d17549302-Reviews-Acuartelamiento_el_Bruch-Barcelona_Catalonia.html
594,17611507,Santa Eulàlia,(3),Department Stores,3.3,3,FALSE,,,Visit this fashion store in Barcelona clothing and accessories for men and women from the world’s leading fashion houses. Treat yourself to a break in Santa Eulalia’s intimate bistro and garden terrace…,https://www.tripadvisor.com/Attraction_Review-g187497-d17611507-Reviews-Santa_Eulalia-Barcelona_Catalonia.html
595,13482632,Galería Valid Foto BCN,(1),Art Galleries,5,1,FALSE,,,"Valid Foto BCN Gallery is the only private gallery specialized on photography in Barcelona. With a great selection of local and international artists, we always have something interesting to offer…",https://www.tripadvisor.com/Attraction_Review-g187497-d13482632-Reviews-Galeria_Valid_Foto_BCN-Barcelona_Catalonia.html
596,15511842,Cementiri de San Andreu,(1),Cemeteries,4,1,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d15511842-Reviews-Cementiri_de_San_Andreu-Barcelona_Catalonia.html
597,7998153,Anaglifos Art Factory,(4),Art Galleries,4.3,4,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d7998153-Reviews-Anaglifos_Art_Factory-Barcelona_Catalonia.html
598,8093302,Parc de Joan Reventos,(6),Parks,3.3,6,FALSE,,,,https://www.tripadvisor.com/Attraction_Review-g187497-d8093302-Reviews-Parc_de_Joan_Reventos-Barcelona_Catalonia.html
