location_id,name,rating,review_count,cuisine,price_range,url
717296,Taberna Antonio Sanchez,3.7,408,"Mediterranean, Spanish",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717296-Reviews-Taberna_Antonio_Sanchez-Madrid.html
717302,La Toscana,3.6,112,Closes in 17 min,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717302-Reviews-La_Toscana-Madrid.html
717303,Restaurante La Trainera,4.0,837,"Seafood, Spanish",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717303-Reviews-Restaurante_La_Trainera-Madrid.html
717305,La Trucha,3.7,128,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717305-Reviews-La_Trucha-Madrid.html
717308,La Venencia,4.3,386,"Spanish, Wine Bar",$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717308-Reviews-La_Venencia-Madrid.html
717324,Lhardy,3.6,1320,"Mediterranean, Spanish",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717324-Reviews-Lhardy-Madrid.html
717327,Los Gatos,3.6,767,"Bar, Mediterranean",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717327-Reviews-Los_Gatos-Madrid.html
717331,Maestro Villa Restaurant,3.0,91,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717331-Reviews-Maestro_Villa_Restaurant-Madrid.html
717344,Restaurante Metropolitan Abascal,3.9,17,Closed now,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717344-Reviews-Restaurante_Metropolitan_Abascal-Madrid.html
717351,Musashi,4.2,519,"Japanese, Sushi",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717351-Reviews-Musashi-Madrid.html
717358,Cafe Barbieri,3.5,309,Spanish,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717358-Reviews-Cafe_Barbieri-Madrid.html
717361,Palacio de Anglona,4.3,559,"Mediterranean, European",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717361-Reviews-Palacio_de_Anglona-Madrid.html
717365,Larumbe,4.1,463,"Mediterranean, European",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717365-Reviews-Larumbe-Madrid.html
717370,Pizza Jardin,2.9,100,"Italian, Pizza",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717370-Reviews-Pizza_Jardin-Madrid.html
717428,Teatro Real,4.5,150,International,$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717428-Reviews-Teatro_Real-Madrid.html
717429,Thai Arturo Soria,3.7,1023,"International, Asian",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d717429-Reviews-Thai_Arturo_Soria-Madrid.html
718421,Tienda de Vinos,3.7,105,"Mediterranean, Spanish",$,https://www.tripadvisor.com/Restaurant_Review-g187514-d718421-Reviews-Tienda_de_Vinos-Madrid.html
718428,Tse Yang,4.0,421,"Chinese, Asian",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d718428-Reviews-Tse_Yang-Madrid.html
718435,Zalacain,4.4,617,"International, Mediterranean",$$$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d718435-Reviews-Zalacain-Madrid.html
751615,Cuando Sali de Cuba,4.2,392,"Latin, Cuban",$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g187514-d751615-Reviews-Cuando_Sali_de_Cuba-Madrid.html
